Tweet,Sentiment
ఇంత మంచి కథ పాత్రతో సినిమా చేసినందుకు ఆర్‌ఆర్‌ఆర్‌ టీమ్‌కి హృదయపూర్వక ధన్యవాదాలు ❤️❤️,0.0
జై ఎన్టీఆర్ అన్న తగ్గేదెలే,0.0
రామ్ చరణ్ ❤️,0.0
బ్లాస్ట్ కోసం ఎవరు ఆత్రంగా ఎదురు చూస్తున్నారు,0.0
జై రామ్ చరణ్ 🥰🥰,0.0
రామ్‌చరణ్,0.0
తారక్ అన్నా లవ్ యూ అన్నా ❤️,0.0
జై ఎన్టీఆర్,0.0
జై ఆర్‌సి,0.0
జూనియర్ ఎన్టీఆర్ మరియు రామ్ చరణ్ ❤️,0.0
జై చరణ్,0.0
జై ఎన్టీఆర్ అన్నయ ❤️,0.0
ఇంటర్వ్యూ మాత్రమే 🤣🤣🤣,0.0
జై ఎన్టీఆర్,0.0
జై రామ్ చరణ్,0.0
జై ఎన్టీఆర్ జై పరస్పర అభిమానులు ఇక్కడ,0.0
జై ఆర్ఆర్ఆర్ కానీ అసలు తెలుగు సినిమా అయ్యుండి డైరెక్ట్ తెలుగు లో ప్రీ రిలీజ్ ఈవెంట్ లేకపోవడమేంటబ్బా,0.0
ఎన్టీఆర్,0.0
కోసం ఉత్తమ ఇంటర్వ్యూలలో ఒకటిమీమ్స్ పేజీల కోసం పూర్తి భోజనం,0.0
దయచేసి ఇద్దరు హీరోలు లేకుండా అభిమానులు కలిసి ఎలాంటి గొడవలు తెలుగు సినిమా ఏంటో ప్రపంచానికి చూపిద్దాం జై తారక్ జై చరణ్ ❤️,0.0
బ్లాక్ బస్టర్ ⚡🥳 పాన్ ఇండియా,0.0
సూపర్,0.0
కుంబస్ట్లన్నీ బద్దలుకొట్టడానికి వచ్చేస్తాడు అల్లూరి సీతారామరాజు,0.0
జై చరణ్ ❤️,0.0
అల్లూరి సీతారామరాజు సంరక్షకుని చరిత్రలో నిలిచిపోతుంది,0.0
జై ఎన్టీఆర్,0.0
జై ఎన్టీఆర్ ❣️❣️,0.0
జై ఎన్టీఆర్,0.0
రామ్‌చరణ్‌కి అడ్వాన్స్,0.0
జై రామ్ చరణ్,0.0
జై ఎన్టీఆర్ అన్న,0.0
జై రాంచరణ్,0.0
అన్ని ఇంటర్వ్యూలు కన్న సుమ గారివి బాగుంటాయి తెలుగు సినిమా స్థాయిని ఎల్లలు దాటిన రాజమౌళి గారికి ధన్యాదములు జై రాజమౌళి ✊<>,0.0
ఆల్ టైమ్ అభిమానులు ఇక్కడ ఇష్టపడుతున్నారు,0.0
మంచి విజయం సాధించాలని మనస్పూర్తిగా కోరుకుంటున్న,0.0
సంగీతం డ్యాన్స్ అన్నింటికి నేను పూర్తిగా ఆకర్షితుడయ్యాను అయితే నేను ఇటీవల లో మొత్తం విషయాన్ని మళ్లీ చూశాను మరియు నేనుస్టోరీలైన్ ఎంత తెలివితక్కువదో ఎలా ఉందో పూర్తిగా ఆశ్చర్యపరిచిందిరంధ్రాలు అసమానతలు మరియు స్పష్టముగా చాలా చెత్త మరియు డ్యాన్స్ ఎంత భయంకరంగా ఉంది,0.0
నా ఉద్దేశ్యం వాస్తవిక ప్రపంచంలో ఆమె ఎప్పుడూ ఆ బ్యాలెట్ రెపర్టరీలోకి ప్రవేశించలేదు మొత్తం విషయం చాలా దయనీయంగా ఉంది,0.0
క్యారెక్టర్ డెవలప్‌మెంట్స్ కూడా డెప్త్ లోపించాయి అయ్యో భయంకరంగా మాట్లాడండి,0.0
మీ సమయం వృధా చేసుకోవద్దు,0.0
ఇది చాలా భయంకరమైనది,0.0
చెత్త సప్పీయెస్ట్ డైలాగ్ నేను ఇంకా కొనసాగించగలను కానీ నిజంగా చూడలేనిది దిశ పేద నటులు,0.0
వాళ్లకు మాత్రమే టాలెంట్ ఉందో లేదో కూడా చెప్పలేరుమాట్లాడటానికి దయనీయమైన లైన్లు కానీ దర్శకుడు వాటికి ఎటువంటి చర్య ఇవ్వలేదు,0.0
మీరు ఈ సైట్‌లో దర్శకుడి ఫిల్మోగ్రఫీని తనిఖీ చేస్తే ఎందుకు అని మీరు చూస్తారుఈ సినిమాకి అవకాశం రాలేదు,0.0
ఇది టీవీ చిత్రం కోసం రూపొందించినది కూడా మంచిది కాదు,0.0
పాపం సినిమా పరాజయం పాలైంది,0.0
సినిమాలో విజువల్ ఇంట్రెస్ట్ డ్రామా భావ వ్యక్తీకరణ మరియుకథనాన్ని నొక్కి చెప్పే దేశభక్తి వేడుక ఈ సినిమాలో జూన్ అల్లిసన్‌ని ఉపయోగించినంత దారుణంగా ఏ నటి ఉపయోగించలేదు,0.0
దురదృష్టవశాత్తూ ఇది కేవలం చెడ్డ సినిమా,0.0
చెడ్డ స్క్రిప్ట్ చెడు దర్శకత్వం మరియు భయంకరమైన నటన ఈ ఒక సాదా చెడు,0.0
డైలాగ్ అదిరిపోయింది,0.0
సినిమాటోగ్రఫీఅని పిలవగలిగితేసక్డ్,0.0
సౌండ్‌ట్రాక్ పీల్చింది,0.0
నటన అదిరిపోయింది,0.0
కచేరీ సీక్వెన్స్‌లు ఇప్పుడే ఊపందుకున్నాయి,0.0
మొత్తంమీద ఈ చిత్రం చౌకగా చెత్తగా ఉంది,0.0
కానీ ఈ సినిమా హాస్యాస్పదంగా భావించి ఫన్నీ కాదు,0.0
నేను కోపంగా దాని నుండి బయటకి వచ్చాను,0.0
అతను ఈ చిత్రంతో ఏమి చేయడానికి ప్రయత్నిస్తున్నాడో నాకు ఖచ్చితంగా తెలియదు,0.0
నా మంచి రోజు అనుభూతిని కలతపెట్టే జ్ఞాపకాల రాత్రిగా మార్చాలంటేనేను ఊహించిన దాని కంటే అతను విజయం సాధించాడు,0.0
ఈ సినిమాలోని ప్రతిదానిలాగే ఇది కూడా బలవంతం చేయబడింది,0.0
మళ్ళీ కుంటివాడు,0.0
ఇక్కడే సినిమా నన్ను బాగా ఆకట్టుకుంది,0.0
మరియు నేను జెర్కీ కెమెరావర్క్‌ని కూడా ప్రారంభించవద్దు,0.0
థియేటర్‌లో చూసినప్పుడు నాకు జబ్బు పోతుందని అనుకున్నాను,0.0
సారాంశం: చమత్కారాలు చమత్కారమైనవి కావు,0.0
ప్లాట్ సరే నేను దానిని వదిలేస్తానని చెప్పాను,0.0
నటన పేలవంగా ఉంది,0.0
చాలా చెడ్డది,0.0
బిల్లీ బాబ్ కూడా స్క్రిప్ట్ కంటే పైకి ఎదగలేకపోయాడు అది అధ్వాన్నంగా ఉంది,0.0
కెమెరా వర్క్ మళ్ళీ చెడ్డది,0.0
రేటింగ్:,0.0
ఈ సినిమా చూస్తుంటే అక్షరాలా వాంతి చేసుకున్నాను,0.0
నేను జీవనోపాధి కోసం సినిమాలను అనువదిస్తున్నాను మరియు ఇది నా సంవత్సరాల పని అనుభవంలో నా తెలివితేటలకు అభ్యంతరకరంగా అనిపించిన మొదటి చిత్రం,0.0
కానీ ఎవరైనా గొప్పతనం మరియు కవిత్వం కోసం ప్రయత్నించినప్పుడు కానీ గజిబిజిగా బట్వాడా చేస్తారు(మరియు తరచుగా హాస్యాస్పదమైన) కథ భిన్నమైన సన్నివేశాల సమూహం డాంబికమైనదిడైలాగ్ అప్పుడు మీరు ఇతర సినిమాల కంటే చెత్త రకమైన సినిమాని పొందుతారుసమీక్షకుడు చాలా ఖచ్చితంగా ప్రేమాత్మక చెత్తగా నిర్వచించబడ్డాడు,0.0
ఈ చిత్రం తెలివైన లేదా నైపుణ్యం కలిగిన వారికి నేను మాత్రమే చేయగలనుచెప్పండి ఇది మీ తెలివితేటలు మరియు మీరు స్పష్టంగా ఉపయోగించిన మీ ఊహప్రయత్నించండి మరియు ఈ దయనీయమైన ప్రయత్నాన్ని కొంత అర్థం చేసుకోండి (ఇది మన మానవ స్వభావంలో ఉందిప్రయత్నించడానికి మరియు విషయాలను అర్థం చేసుకోవడానికి),0.0
ఇంకొక విషయం: నేను రాజకీయ తప్పిదాన్ని బాగా తట్టుకోగలను నేను అన్నీ ఉన్నానుకళాత్మక స్వేచ్ఛ మరియు అవిశ్వాసం యొక్క సస్పెన్షన్ కోసం కానీ స్లావిక్ స్త్రీపాత్ర చాలా ఎక్కువగా ఉంది,0.0
ఇది దాని క్రింద ఉన్న మనిషి కంటే ఎక్కువ లోతు మరియు పాత్రను కలిగి ఉంటుంది,0.0
మాల్టా సెట్టింగ్‌లు డైలాగ్‌ల వలె పొడిగా మరియు నిర్జనంగా ఉన్నాయి,0.0
ఈ సినిమా భయంకరంగా ఉంది,0.0
హాకీ సన్నివేశాలు భయంకరంగా ఉన్నాయి డిఫెన్స్‌మెన్ సంవత్సరాల వయస్సులో ఆడుతున్నారుపాత గోలీలు నెట్‌కి అడుగుల వెడల్పు ఉన్న షాట్‌ల వద్ద డైవింగ్ చేయడం మొదలైనవి,0.0
చూడని వారి కోసం మీ సమయాన్ని వృధా చేసుకోకండి,0.0
ఈ సినిమాను డ్రామా అనడం హాస్యాస్పదం,0.0
ఇది చూడటం మొదలుపెట్టాను కానీ ఏ పాత్రను నమ్మలేదు,0.0
ముఖ్యంగా బేకరీ అసిస్టెంట్ మరియు ది మధ్య సంబంధంసేవకురాలు నాకు అస్సలు పని చేయలేదు,0.0
ఇది చాలా మిడిమిడి సినిమా మరియు నేను అనే ఫీలింగ్ ఇచ్చిందిసినిమా కాకుండా నాటకం చూస్తున్నారు,0.0
పాత్రలు చాలా రంగస్థలంగా ఉన్నాయి మరియు కథాంశం చాలా లాగా ఉందిరంగస్థల ప్రహసనం,0.0
పైరోమానియాక్ అసిస్టెంట్‌ని దారికి తెచ్చే సమయానికి నేను విసుగు చెందాను మరియు అలా చేయలేదుతర్వాత ఏమి జరిగిందో పట్టించుకోండి మరియు నేను స్విచ్ ఆఫ్ చేసాను,0.0
నేను దానిని చూడటానికి డబ్బు చెల్లించనందుకు సంతోషిస్తున్నాను,0.0
ఒక్కసారి కూడా నవ్వలేదు నవ్వలేదు,0.0
కానీ అది ఒక పెద్ద ఆవులింత మాత్రమే కాదు,0.0
కానీ స్టార్మ్ ట్రూపర్ అద్భుతంగా భయంకరమైన సినిమాల జాబితాలో చేరేంత చెడ్డది కాదు,0.0
ఇది కేవలం కుంటి ఉంది,0.0
అతను తన కుండీలలో పెట్టిన మొక్కలతో మంచి డైలాగ్ చెప్పాడని చెప్పిన వ్యక్తి దానిని కలిగి ఉన్నాడుకుడి,0.0
ఈ సినిమా గురించి అంతా మూర్ఖత్వం,0.0
మీరు చెడ్డ చిత్రాలను ఇష్టపడినప్పటికీ ఈ సినిమా చూడకండి ఇది సిగ్గుచేటు,0.0
కొత్త పాత్రలు అంతగా గుర్తుండిపోయేవి కావు మరియు నన్ను నేను కనుగొన్నానుఎవరు ఎవరో మర్చిపోవడం,0.0
ఆమె ఐర్లాండ్‌కు వెళుతున్నప్పటికీ ఏమీ చేయలేదని నేను భావించాను,0.0
ఇది నన్ను భయపెట్టలేదు భయపెట్టలేదు లేదా నాకు సానుభూతి కలిగించలేదుఅక్షరాలు; అది కేవలం బాధించేది,0.0
జెర్కీ కెమెరా కదలికలు కూడా బాధించేవి,0.0
ప్లాట్లు చాలా చక్కని ప్రతి ఇతర చౌకైన భయానకానికి సమానంగా ఉన్నాయి,0.0
పాత్రలకు కొంత డెప్త్ ఇవ్వడానికి కొన్ని దయనీయమైన ప్రయత్నాలు జరిగాయి కానీఇది నిజంగా మిగిలిన ప్లాట్‌లో పని చేయలేదు,0.0
ఇది తెలివైన ట్విస్ట్‌గా ఉంటుందని నేను ఊహిస్తున్నాను ఆపై కొంచెం వెలుగునిస్తుందిపరిస్థితి కానీ అది కేవలం తెలివితక్కువదని,0.0
మీరు దానిని చూసినట్లయితే మీరు దానిని షెల్ఫ్‌లో ఉంచాలి,0.0
ఈ పూర్తిగా సినిమా చాలా అగ్రస్థానంలో ఉంది మరియు దయనీయంగా ఉందిఅవాస్తవంగా మొత్తం నిమిషాల పాటు నేను హింసించానుబహుశా నా గడియారాన్ని దాదాపు సార్లు చూసాను,0.0
లూసీ బెల్ ఈ చెత్త కంటే చాలా ఎక్కువగా ఉంది మరియు ఆమె ఈ దిగువకు దిగజారిందిచాలా నిరుత్సాహంగా ఉంది,0.0
ఈ సినిమా చేసేదంతా ఈ బద్దకస్తులందరినీ చూసి జబ్బు పడేలా చేస్తుంది నిమిషాల పాటు వారి తెలివితక్కువ చర్యలకు సాకులు,0.0
దేవుడా నేను ఆ నిమిషాలను ఎప్పటికీ తిరిగి పొందలేను,0.0
కవర్ గర్ల్‌లోని దాదాపు అన్ని పాటలు పాత కాలం నాటివే మరియు అంతగా లేవుశ్రావ్యమైన,0.0
కవర్ గర్ల్లో అత్యంత బాధించే విషయం ఏమిటంటే రీటాహేవర్త్ ఒక పీఠంపై ఉంచబడింది,0.0
దురదృష్టవశాత్తు కవర్ గర్ల్ హాలీవుడ్ ఎలా ఉపయోగించబడిందో చెప్పడానికి ఒక ఉదాహరణఆర్థిక ప్రయోజనాల కోసం మహిళలను దోపిడీ చేస్తారు,0.0
నేను వాటిని సీరియస్‌గా తీసుకోలేకపోయాను,0.0
నేను ఆయన అభిమానిని ఈ సినిమా చాలా ఘోరంగా ఆడింది,0.0
టిక్కర్ కంటే దారుణం,0.0
ఆ సినిమా చెడ్డది,0.0
లేదా భవనాలు మాత్రమే ఉపయోగించబడ్డాయి కొన్ని స్థానాలు బహుశా పేలవంగా ఉండవచ్చుహమ్,0.0
ఇది కేవలం ఎగిరింది,0.0
ఇప్పుడు మేము ఈ అసహ్యకరమైన కఠోరమైన ముక్కతో హింసించబడటానికి ఎంపిక చేయబడ్డాముఅమెరికన్ ప్రచారం,0.0
ఈ ప్రదర్శన అమెరికన్ల కోసం రూపొందించబడింది ఇది చాలా తెలివితక్కువది మరియు ద్వేషంతో నిండి ఉందిమరియు క్లిచ్‌లను మరెక్కడా అంగీకరించాలి,0.0
పాల్గొన్న దాదాపు ప్రతి ఒక్కరూ పాఠశాలకు తిరిగి రావాలి నటన పూర్తిగా ఉంటుందిఊహించదగినది మరియు చెడ్డది స్క్రిప్ట్ అనేది చెత్త కుప్ప,0.0
నేను ప్రతికూల విలువలను నమోదు చేయాలనుకుంటున్నాను నిర్వాహకులు,0.0
సెట్‌లు చాలా చెడ్డవి అవి థండర్‌బర్డ్స్‌లో కనిపించవుఎపిసోడ్,0.0
స్లోమోషన్‌ని ఉపయోగించడం అనవసరంగా సినిమా అంతటా పునరావృతమవుతుందిచెడు నటనతో బాగా బ్యాకప్ చేయబడింది (మరియు ఇక్కడ చెడ్డది మంచి పదం) లేదుకొనసాగింపు ఎటువంటి కారణం లేకుండా విసిరిన దృశ్యాలు వాహనాలుఅవి కార్న్ ఫ్లేక్స్ బాక్స్ మరియు డైరక్టర్‌తో తయారు చేసినట్లుగా అనిపించిందిమూర్ఖత్వానికి సరిహద్దుగా ఉన్న శైలి,0.0
ఓహ్ మరియు కథాంశం కూడా దయనీయంగా ఉంది,0.0
నేను సినిమాల గురించి చెడు రివ్యూలు రాయడం ద్వేషిస్తాను ముఖ్యంగా అందులో నేనునిజంగా నక్షత్రం ఇష్టం కానీ ఈ చిత్రం చాలా చెడ్డది అని నేను నమ్మనురెండవది ఎవరైనా దాని గురించి గర్వపడవచ్చు,0.0
నేను ఫిల్మ్ మేకర్‌ని కాదు డైరెక్టర్‌ని కాను కానీ నేను తల దాచుకుంటానునేను ఈ సినిమా కోసం ఎంత డబ్బు మరియు సమయాన్ని వెచ్చించినట్లయితే ఇసుక,0.0
సంక్షిప్తంగా ఇది సమయం మరియు శక్తి యొక్క స్మారక వ్యర్థం మరియు నేను చేయనుఈ చిత్రాన్ని ఎప్పుడైనా చూడాలని ఎవరినైనా సిఫార్సు చేస్తున్నాను,0.0
నేను కొనుగోలు చేసిన ప్లేయర్‌తో ఇది ఉచితంగా వచ్చింది కానీ నేను ఇప్పటికీ దాన్ని ఆపివేసానుహావెల్ కోసం నేను ఇబ్బంది పడ్డాను కాబట్టి సగం వరకు,0.0
మరియు కి సెట్టింగ్ లేనందున మాత్రమే,0.0
కానీ నటన డ్రాగో మరియు డెబ్బీ వంటి నిపుణులు కూడారోచోన్ భయంకరమైనది దర్శకత్వం అధ్వాన్నంగా ఉంది (బహుశా దీనికి దోహదపడిందిమాజీ) డైలాగ్ చింప్ లాంటిది మరియు కెమెరా పని భరించలేనిది,0.0
అవును క్లుప్తత కోసం నేను ఇక్కడ విషయాలను సరళీకృతం చేస్తున్నాను ఎందుకంటే ఇది నిజంగా ఈ చిత్రానికి సంబంధించిన సమస్యలలో ప్రధానమైనది ఇది నిజమైన పూర్తి వివరణ లేకుండా చాలా ఎక్కువ జరుగుతోంది,0.0
కానీ మెలికలు తిరిగిన కథాంశం నన్ను ఒప్పించలేదు మరియు చాలా వరకు చిత్రం ఉందివిచిత్రమైన ప్రశ్నార్థకమైన చూపుతో చూశాడు,0.0
నేను దీన్ని చూడడానికి నా స్నేహితురాలు నన్ను మాట్లాడనివ్వండి చెడు ఆలోచన మేము ఇద్దరం అసహ్యించుకున్నాముఅది,0.0
బేలా లుగోసి పూర్తిగా అతీతమైనది బేసి పంక్తులను కలిగి ఉంది,0.0
యూనివర్సల్ బి కాలం కంటే అధ్వాన్నంగా లేనప్పటికీ నటన నిర్ణయాత్మకంగా చెక్కబడిందిసినిమా,0.0
వావ్ ఎంత చెత్త సినిమా,0.0
కనీసం భయపెట్టడం లేదు మరియు అర్థం చేసుకోలేనిది,0.0
ప్లాట్లు అస్సలు కలిసి ఉండవు మరియు నటన ఖచ్చితంగా ఉందిభయంకరమైన,0.0
క్యాంపు విలువకు కూడా మంచిది కాదు,0.0
నేను ఆస్కార్ మెటీరియల్‌ని ఆశించలేదు అయితే ఇది,0.0
అది చూడకుండా ఉండాలంటే మీరు ముఖ్యంగా తెలివితక్కువ మొలస్క్ యొక్క ని కలిగి ఉండాలిఒకటి వస్తోంది,0.0
ఈ చిత్రం (మరియు నేను ఆ పదాన్ని వదులుగా ఉపయోగిస్తాను) సినిమా చూసేవారిని అవమానించడమేప్రజా,0.0
దానితో ప్రమేయం ఉన్న ఎవరైనా మాత్రమే కథనాన్ని ఎలా స్ట్రింగ్ చేయాలో తెలిస్తే,0.0
దీనికి కి వస్తుంది ఎందుకంటే తక్కువ ఏమీ లేదు,0.0
ఇది నా దగ్గర లేదు కానీ నేను ఇటీవల ఫాక్స్ మూవీలో చూశానుఛానెల్ మరియు చాలా నిరాశ చెందింది,0.0
అతను తన స్క్రిప్ట్‌లపై నియంత్రణ లేని కాంట్రాక్ట్ ప్లేయర్ అని నాకు తెలుసు కానీస్క్రిప్ట్ లాగే నటన కూడా పేలవంగా ఉంది,0.0
విక్టర్ మెక్‌లాగ్లెన్ కూడా చెడ్డవాడు మరియు బ్రియాన్ డాన్‌లెవీ దాదాపుగా ఉన్నాడుగుర్తించలేని,0.0
టేలర్ మరియు స్టాన్‌విక్ మధ్య స్క్రీన్ ఆఫ్ సంబంధాన్ని పరిశీలిస్తే అదిఇద్దరి మధ్య స్క్రీన్‌పై కెమిస్ట్రీ ఎంత తక్కువగా ఉందనేది ఆశ్చర్యంగా ఉందివాటిని,0.0
కానీ చిత్రం యొక్క ఆవరణ చాలా హాస్యాస్పదంగా ఉంది: అధ్యక్షుడు,0.0
మరణశిక్ష సన్నివేశాలు పూర్తిగా కదలకుండా ఉన్నాయి,0.0
టేలర్ నటన కంటే అధ్వాన్నమైన విషయం స్టాన్విక్ గానం నిర్మాత దేని కోసం వెళుతున్నాడో అతను పూర్తిగా మిస్ అయ్యాడు,0.0
చాలా తక్కువ క్యారెక్టరైజేషన్‌తో చౌకైన మరియు ఉల్లాసంగా లేని దోపిడీ చిత్రంఅండర్‌బైట్ స్టైల్ స్టోయిక్ ఎమోటింగ్ (చౌ యున్ ఫ్యాట్ ఇన్ ఎ బెటర్ టుమారో)మరియు కొన్ని చీజీ క్లిచ్‌లు కొన్ని కోసం సిద్ధంగా ఉన్న పాడుబడిన ఫ్యాక్టరీలోకి విసిరివేయబడ్డాయిపేలవంగా అమలు చేయబడిన ఫ్లయింగ్ జూడో రోల్స్ ఎ లా జాన్ వూ,0.0
స్క్విబ్స్ కూడా భయంకరంగా కనిపిస్తాయి,0.0
ప్రొసీడింగ్స్‌లో ఏ సమయంలోనూ అది అమెరికా లాగా రిమోట్‌గా కనిపించదు,0.0
ప్లాట్లు ఇది వంటిది చాలా ఉత్పన్నం మరియు ముగింపు అంత ఊహించదగినదిదయ చంపడం లాంటిది,0.0
షాట్ టాప్ పొందే ప్రతి ఒక్కరి భయంకరమైన డైలాగ్ మరియు నిస్సహాయ ఓవర్ యాక్షన్స్థలం మరియు సమయం యొక్క నిజమైన వృధా నుండి,0.0
ఈ సినిమా ఎంత దారుణంగా ఉందనే దానితో నేను చాలా అసహనంగా ఉన్నాను కానీ అస్సలు భయపడలేదు,0.0
డైలాగ్ కాస్త అర్ధం కాని విషయాలతో కూడి ఉంటుంది,0.0
మామూలు వృద్ధ నటులను చూపించడానికి దాదాపు నిమిషాల ఫుటేజ్ వృధా చేయబడిందివికారంగా మాట్లాడటం సరికాని నకిలీ సాతానుయుక్తవయసులో గోత్ బ్లష్ చేయండి దాదాపు ఎల్లప్పుడూ పాత ఆంగ్లంలో మరియు కొన్నిసార్లులాటిన్ పదాలను రూపొందించవచ్చు లేదా చేయకపోవచ్చు,0.0
దర్శకత్వం బాగా స్లోగా ఉంది,0.0
హాక్నీడ్ రైటింగ్ ఖచ్చితంగా కానీ చెడు దర్శకత్వం ద్వారా మరింత దిగజారింది,0.0
అయితే నటన అబ్బురపరుస్తుంది,0.0
మొత్తం నటీనటుల నటనను ఒక స్థాయిలో మరియు సమతుల్యంగా ఉంచవచ్చుఅతిగా నటించడం మరియు తగ్గించడం మధ్య సంపూర్ణంగా ఉంటుంది,0.0
మరియు చివరగా అన్ని తరువాత మేము ఒక ముగింపుని పొందుతాముజెర్రీ ఫాల్వెల్ కాకుండా సమర్థులైన వ్యక్తులచే నిర్వహించబడితే గొప్పది,0.0
నా ఇంద్రియాలు కఠినమైన తీగలతో దాడి చేయబడినట్లు నాకు ప్రత్యేకంగా గుర్తుందిసంగీతం చాలా తక్కువ హెచ్చరికతో మరియు ఇంకా తక్కువగా ఉంటుందిఅర్థం,0.0
ఇది శిక్షించడానికి మధ్యాహ్నం ప్రదర్శించబడే పాప్ యొక్క విధమైనదిఉద్యోగాలు లేకపోవడంతో నిరుద్యోగులు,0.0
ఈ సినిమా ప్రారంభమైన పది నిమిషాలకే నాకు రెండో ఆలోచనలు మొదలయ్యాయి,0.0
ఈ సినిమా సగం అయ్యేసరికి నాకు నచ్చకపోవడం మొదలుపెట్టాను,0.0
సినిమా ముగిసే సమయానికి నేను దానిని ఇష్టపడకపోవడమే కాదు తృణీకరించాను,0.0
ఈ సినిమాలో లోపించింది కన్విన్సింగ్ స్క్రిప్ట్,0.0
కేవలం రఫ్ డ్రాఫ్ట్ మాత్రమే రాసి షూటింగ్ ప్రారంభించినట్లు స్క్రిప్ట్ కనిపిస్తోందిపూర్తయిన స్క్రిప్ట్ పూర్తి కావడానికి ముందు,0.0
విషయాలు జరుగుతాయి పాత్రల వ్యక్తిత్వాలు మారుతాయి ప్లాట్ మలుపులు లేవుదానికి స్క్రిప్ట్ కాల్స్ కాకుండా అసలు కారణం,0.0
ఇది బహుశా నా మొత్తంలో నేను చూసిన అత్యంత చికాకు కలిగించే ప్రదర్శనజీవితం,0.0
ఇది వర్ణించలేని విధంగా నేను చూసిన అత్యంత బాధించే మరియు ఇడియటిక్ షో,0.0
దాని గురించి ప్రతిదీ కేవలం చెడ్డది,0.0
ఏ విధమైన మూర్ఖుడు ఈ గందరగోళాన్ని సృష్టిస్తాడో నాకు అర్థం కాలేదుమొదటి స్థానంలో అనేక సీజన్లను పేర్కొనలేదు,0.0
స్క్రిప్ట్ చెడ్డది చాలా చెడ్డది ఇందులో చీజ్నెస్ మరియు అనైతికం రెండూ ఉన్నాయిమీరు సాధారణంగా రేటింగ్ పొందిన లేదా సినిమాలో చూసే జోక్,0.0
కాస్టింగ్ కూడా చాలా భయంకరంగా ఉంది ఎందుకంటే మీరు చూసేదంతా నిజంగా చెడ్డదినటులు కాలం,0.0
చివరి మాట: ఈ షో నిజమైన హింస,0.0
ఇది వాస్తవికతకు జిలియన్ రెట్లు దూరంలో ఉంది,0.0
వాషింగ్ మెషీన్ చుట్టూ తిరుగుతున్నట్లు చూడటం వలన మీ కళ్ళు పెద్దగా బాధించవుఈ ప్రదర్శనగా,0.0
రేటింగ్: (గ్రేడ్: ) గమనిక: ప్రదర్శన చాలా చెడ్డది తల్లి కూడాకాస్ట్ పుల్ హర్ డాటర్ ఆఫ్ ది షో,0.0
వ శతాబ్దపు ఫాక్స్ రోడ్ హౌస్ ) చాలా వెర్రి నోయిర్ మాత్రమే కాదుఒక చలనచిత్రం యొక్క అసంపూర్ణమైన బోర్,0.0
నమ్మశక్యం కాని కార్డ్‌బోర్డ్ అక్షరాలతో నిండిన దానిని ఎడ్వర్డ్ నిర్మొహమాటంగా వ్రాసాడుచోడోరోవ్ కూడా నిర్మించారు మరియు ఆశ్చర్యకరంగా జీన్ దర్శకత్వం వహించారునెగులేస్కో వీరి నుండి ఒక గొప్ప ఒప్పందాన్ని ఆశించవచ్చు,0.0
ఇక్కడ నుండి పాత్ర అనుకోకుండా హాస్యాస్పదంగా మారుతుంది,0.0
అతను తన గోళీలను చాలా ప్రారంభంలో పోగొట్టుకోవడం పూర్తిగా నమ్మశక్యం కానిదిమరియు నమ్మశక్యం కానిది,0.0
మరియు అది మీకు చలనచిత్రం యొక్క గందరగోళానికి సరిపోకపోతే చిత్రంస్టూడియో సెట్‌లు మరియు ఇండోర్ ఎక్స్‌టీరియర్స్‌ని నిరంతరం ఉపయోగించడంతో కూడా దెబ్బతింది,0.0
అలాంటి డాక్యుమెంటరీని ఏది ప్రేరేపించినా అది నాకు మించినది కాదు,0.0
(వెరీ సీరియస్ స్పాయిలర్స్) ఈ సినిమా చాలా నిరాశపరిచింది,0.0
కానీ సినిమా చాలా తీవ్రమైన తప్పులను చేస్తుంది,0.0
అన్నింటిలో మొదటిది తగినంత జాతి మూసలు మరియు జాతి జోకులు ఉన్నాయిఅందరినీ కించపరచండి,0.0
ఈ చిత్రం నల్లజాతి తారాగణం పట్ల స్పష్టమైన జాతి దూషణలతో నిండి ఉందిసభ్యులు మరియు బదులుగా శ్వేతజాతీయులు మూర్ఖులు మరియు వక్షోజాలుగా చిత్రీకరించబడ్డారు,0.0
రేసు కార్డును పక్కన పెట్టి సినిమాలోని ప్రధాన లోపాన్ని చూద్దాం:వారు లతీఫా పాత్రను నాశనం చేస్తారు,0.0
అసలు ప్లాట్ లేదు,0.0
నేను ఈ సినిమాను మళ్లీ ఉచితంగా చూడను,0.0
క్రూరమైన థగ్ యొక్క బైపోలారిటీ (ఒక నిమిషం క్రూరమైన కిల్లర్ దితదుపరి నిమిషంలో లవ్ డైపర్ కమర్షియల్) పూర్తిగా నమ్మశక్యం కానిది,0.0
ఈ చిత్రానికి ఇన్ని అవార్డులు రావడంతో నేను తీవ్ర నిరాశకు గురయ్యానుప్రశంసలు ప్రత్యేకించి చాలా ఎక్కువ అర్హత కలిగిన చలనచిత్రాలు బయటకు వచ్చినప్పుడుఅక్కడ,0.0
ఈ రీమేక్‌లో రీడీమ్ చేసే లక్షణాలు లేవని నేను అనుకుంటున్నాను,0.0
అతను తీసిన ఏకైక చెత్త సినిమా ఇదే కావచ్చు,0.0
చాలా చెడ్డదిఅలాగేఇది చెడ్డది,0.0
